text,category,gender,sleeve,season,fit,color,price
"Áo khoác nam tay lửng rộng màu xám, dễ phối đồ, hợp cho mùa xuân, chỉ hơn 600k.",Áo khoác,nam,tay lửng,mùa xuân,rộng,màu xám,hơn 600k
"Chiếc Quần short dành cho nữ kiểu tay dài, màu màu tím, mặc mùa hè rất thoải mái, giá 400 nghìn.",Quần short,nữ,tay dài,mùa hè,ôm,màu tím,400 nghìn
"Mẫu Áo khoác unisex tay ngắn, regular, màu be, phong cách thời trang quanh năm, giá bán 400 nghìn.",Áo khoác,unisex,tay ngắn,quanh năm,regular,màu be,400 nghìn
"Áo hoodie nam kiểu rộng màu be, thiết kế hợp xu hướng, dùng được quanh năm, giá 1 triệu.",Áo hoodie,nam,tay lửng,quanh năm,rộng,màu be,1 triệu
"Váy unisex tay ngắn màu trắng, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 800 nghìn.",Váy,unisex,tay ngắn,quanh năm,regular,màu trắng,800 nghìn
"Mẫu Quần jeans nữ không tay, dáng suông, màu tím, phong cách thời trang mùa xuân, giá bán hơn 600k.",Quần jeans,nữ,không tay,mùa xuân,dáng suông,màu tím,hơn 600k
"Áo khoác unisex kiểu dáng rộng màu be, thiết kế hợp xu hướng, dùng được mùa hè, giá 300 nghìn.",Áo khoác,unisex,tay dài,mùa hè,dáng rộng,màu be,300 nghìn
"Áo khoác nam tay lửng màu đỏ, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 700 nghìn.",Áo khoác,nam,tay lửng,mùa xuân,ôm,màu đỏ,700 nghìn
"Quần jeans nam tay lửng màu đỏ, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 200 nghìn.",Quần jeans,nam,tay lửng,mùa đông,dáng suông,màu đỏ,200 nghìn
"Áo khoác nam tay dài ôm màu đen, dễ phối đồ, hợp cho mùa hè, chỉ 1 triệu rưỡi.",Áo khoác,nam,tay dài,mùa hè,ôm,màu đen,1 triệu rưỡi
"Váy maxi nam tay lửng regular màu đen, dễ phối đồ, hợp cho mùa đông, chỉ 800 nghìn.",Váy maxi,nam,tay lửng,mùa đông,regular,màu đen,800 nghìn
"Áo thun nam tay dài màu be, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 300 nghìn.",Áo thun,nam,tay dài,mùa hè,dáng rộng,màu be,300 nghìn
"Áo hoodie unisex không tay màu xám, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 800 nghìn.",Áo hoodie,unisex,không tay,mùa hè,rộng,màu xám,800 nghìn
"Áo hoodie nữ tay dài slim màu vàng, dễ phối đồ, hợp cho quanh năm, chỉ hơn 600k.",Áo hoodie,nữ,tay dài,quanh năm,slim,màu vàng,hơn 600k
"Quần short nữ kiểu slim màu tím, thiết kế hợp xu hướng, dùng được quanh năm, giá 200 nghìn.",Quần short,nữ,không tay,quanh năm,slim,màu tím,200 nghìn
"Áo thun nữ tay dài màu be, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 1 triệu rưỡi.",Áo thun,nữ,tay dài,mùa đông,regular,màu be,1 triệu rưỡi
"Chiếc Quần short dành cho nữ kiểu tay lửng, màu màu đen, mặc mùa hè rất thoải mái, giá 200 nghìn.",Quần short,nữ,tay lửng,mùa hè,regular,màu đen,200 nghìn
"Mẫu Áo thun nữ tay lửng, ôm, màu xám, phong cách thời trang mùa đông, giá bán 400 nghìn.",Áo thun,nữ,tay lửng,mùa đông,ôm,màu xám,400 nghìn
"Chiếc Áo thun dành cho nam kiểu tay ngắn, màu màu xám, mặc mùa xuân rất thoải mái, giá 800 nghìn.",Áo thun,nam,tay ngắn,mùa xuân,dáng suông,màu xám,800 nghìn
"Váy maxi nam kiểu dáng rộng màu hồng, thiết kế hợp xu hướng, dùng được mùa đông, giá hơn 1 triệu.",Váy maxi,nam,tay ngắn,mùa đông,dáng rộng,màu hồng,hơn 1 triệu
"Quần jeans nam không tay màu vàng, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng 1 triệu rưỡi.",Quần jeans,nam,không tay,mùa thu,rộng,màu vàng,1 triệu rưỡi
"Áo hoodie unisex không tay màu xám, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 800 nghìn.",Áo hoodie,unisex,không tay,mùa đông,regular,màu xám,800 nghìn
"Mẫu Váy unisex không tay, slim, màu be, phong cách thời trang quanh năm, giá bán 1 triệu rưỡi.",Váy,unisex,không tay,quanh năm,slim,màu be,1 triệu rưỡi
"Mẫu Áo thun nữ tay lửng, slim, màu hồng, phong cách thời trang mùa xuân, giá bán 500 nghìn.",Áo thun,nữ,tay lửng,mùa xuân,slim,màu hồng,500 nghìn
"Áo sơ mi nữ tay ngắn ôm màu vàng, dễ phối đồ, hợp cho quanh năm, chỉ 700 nghìn.",Áo sơ mi,nữ,tay ngắn,quanh năm,ôm,màu vàng,700 nghìn
"Mẫu Quần jeans nữ tay ngắn, regular, màu tím, phong cách thời trang mùa hè, giá bán 400 nghìn.",Quần jeans,nữ,tay ngắn,mùa hè,regular,màu tím,400 nghìn
"Chiếc Áo thun dành cho nam kiểu không tay, màu hoa nhí, mặc quanh năm rất thoải mái, giá 500 nghìn.",Áo thun,nam,không tay,quanh năm,slim,hoa nhí,500 nghìn
"Áo khoác nữ tay dài màu trắng, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 700 nghìn.",Áo khoác,nữ,tay dài,mùa xuân,rộng,màu trắng,700 nghìn
"Váy maxi nữ tay lửng màu xám, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 400 nghìn.",Váy maxi,nữ,tay lửng,mùa xuân,regular,màu xám,400 nghìn
"Áo thun nữ kiểu ôm màu hồng, thiết kế hợp xu hướng, dùng được mùa xuân, giá 500 nghìn.",Áo thun,nữ,tay dài,mùa xuân,ôm,màu hồng,500 nghìn
"Chiếc Quần short dành cho nam kiểu tay lửng, màu màu đen, mặc mùa xuân rất thoải mái, giá 300 nghìn.",Quần short,nam,tay lửng,mùa xuân,regular,màu đen,300 nghìn
"Áo khoác nữ kiểu dáng suông màu vàng, thiết kế hợp xu hướng, dùng được mùa hè, giá 1 triệu.",Áo khoác,nữ,tay dài,mùa hè,dáng suông,màu vàng,1 triệu
"Áo thun nam tay dài màu xanh, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng dưới 200k.",Áo thun,nam,tay dài,mùa thu,regular,màu xanh,dưới 200k
"Áo thun unisex không tay ôm màu xám, dễ phối đồ, hợp cho mùa đông, chỉ dưới 200k.",Áo thun,unisex,không tay,mùa đông,ôm,màu xám,dưới 200k
"Chiếc Váy maxi dành cho nam kiểu tay dài, màu màu vàng, mặc mùa hè rất thoải mái, giá 400 nghìn.",Váy maxi,nam,tay dài,mùa hè,slim,màu vàng,400 nghìn
"Mẫu Áo khoác nữ không tay, dáng suông, màu vàng, phong cách thời trang mùa đông, giá bán 500 nghìn.",Áo khoác,nữ,không tay,mùa đông,dáng suông,màu vàng,500 nghìn
"Mẫu Váy nam không tay, slim, màu trắng, phong cách thời trang mùa hè, giá bán 800 nghìn.",Váy,nam,không tay,mùa hè,slim,màu trắng,800 nghìn
"Quần short unisex tay ngắn ôm màu đỏ, dễ phối đồ, hợp cho mùa thu, chỉ 300 nghìn.",Quần short,unisex,tay ngắn,mùa thu,ôm,màu đỏ,300 nghìn
"Mẫu Áo khoác nam tay dài, slim, màu trắng, phong cách thời trang quanh năm, giá bán 1 triệu.",Áo khoác,nam,tay dài,quanh năm,slim,màu trắng,1 triệu
"Áo sơ mi nữ tay dài màu trắng, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 1 triệu rưỡi.",Áo sơ mi,nữ,tay dài,quanh năm,dáng rộng,màu trắng,1 triệu rưỡi
"Váy nam tay dài dáng rộng màu trắng, dễ phối đồ, hợp cho mùa hè, chỉ 500 nghìn.",Váy,nam,tay dài,mùa hè,dáng rộng,màu trắng,500 nghìn
"Quần jeans nữ tay ngắn màu tím, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 300 nghìn.",Quần jeans,nữ,tay ngắn,mùa hè,regular,màu tím,300 nghìn
"Quần jeans nam tay ngắn màu hồng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 1 triệu.",Quần jeans,nam,tay ngắn,mùa đông,dáng rộng,màu hồng,1 triệu
"Chiếc Áo sơ mi dành cho nam kiểu tay lửng, màu màu vàng, mặc mùa hè rất thoải mái, giá 500 nghìn.",Áo sơ mi,nam,tay lửng,mùa hè,ôm,màu vàng,500 nghìn
"Váy maxi unisex kiểu rộng màu hồng, thiết kế hợp xu hướng, dùng được mùa đông, giá dưới 200k.",Váy maxi,unisex,tay lửng,mùa đông,rộng,màu hồng,dưới 200k
"Chiếc Áo khoác dành cho unisex kiểu tay lửng, màu màu xanh, mặc mùa xuân rất thoải mái, giá 700 nghìn.",Áo khoác,unisex,tay lửng,mùa xuân,ôm,màu xanh,700 nghìn
"Quần short nam tay lửng màu vàng, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 500 nghìn.",Quần short,nam,tay lửng,mùa hè,dáng suông,màu vàng,500 nghìn
"Áo khoác nữ tay lửng dáng rộng màu xám, dễ phối đồ, hợp cho mùa hè, chỉ 300 nghìn.",Áo khoác,nữ,tay lửng,mùa hè,dáng rộng,màu xám,300 nghìn
"Quần short nữ kiểu dáng rộng màu xanh, thiết kế hợp xu hướng, dùng được mùa đông, giá 500 nghìn.",Quần short,nữ,tay lửng,mùa đông,dáng rộng,màu xanh,500 nghìn
"Váy nam không tay màu xanh, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng hơn 600k.",Váy,nam,không tay,mùa hè,dáng rộng,màu xanh,hơn 600k
"Áo khoác nam kiểu slim màu xanh, thiết kế hợp xu hướng, dùng được mùa thu, giá 500 nghìn.",Áo khoác,nam,không tay,mùa thu,slim,màu xanh,500 nghìn
"Váy maxi nam tay dài màu xanh, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng 700 nghìn.",Váy maxi,nam,tay dài,mùa thu,dáng rộng,màu xanh,700 nghìn
"Áo hoodie nữ không tay hoa nhí, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng dưới 200k.",Áo hoodie,nữ,không tay,mùa xuân,rộng,hoa nhí,dưới 200k
"Quần short nam tay ngắn màu đỏ, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 1 triệu.",Quần short,nam,tay ngắn,mùa đông,ôm,màu đỏ,1 triệu
"Mẫu Quần short nữ không tay, ôm, màu xanh, phong cách thời trang mùa xuân, giá bán 400 nghìn.",Quần short,nữ,không tay,mùa xuân,ôm,màu xanh,400 nghìn
"Quần jeans unisex kiểu dáng suông màu vàng, thiết kế hợp xu hướng, dùng được quanh năm, giá 200 nghìn.",Quần jeans,unisex,tay lửng,quanh năm,dáng suông,màu vàng,200 nghìn
"Áo thun unisex tay dài ôm màu xanh, dễ phối đồ, hợp cho mùa thu, chỉ hơn 600k.",Áo thun,unisex,tay dài,mùa thu,ôm,màu xanh,hơn 600k
"Quần jeans nam kiểu ôm màu tím, thiết kế hợp xu hướng, dùng được mùa xuân, giá 800 nghìn.",Quần jeans,nam,tay lửng,mùa xuân,ôm,màu tím,800 nghìn
"Chiếc Quần jeans dành cho unisex kiểu tay ngắn, màu màu tím, mặc quanh năm rất thoải mái, giá 800 nghìn.",Quần jeans,unisex,tay ngắn,quanh năm,slim,màu tím,800 nghìn
"Chiếc Áo khoác dành cho unisex kiểu tay lửng, màu màu vàng, mặc quanh năm rất thoải mái, giá hơn 1 triệu.",Áo khoác,unisex,tay lửng,quanh năm,slim,màu vàng,hơn 1 triệu
"Áo hoodie nữ không tay slim màu be, dễ phối đồ, hợp cho mùa đông, chỉ 700 nghìn.",Áo hoodie,nữ,không tay,mùa đông,slim,màu be,700 nghìn
"Váy nữ tay lửng màu vàng, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng hơn 1 triệu.",Váy,nữ,tay lửng,mùa xuân,ôm,màu vàng,hơn 1 triệu
"Mẫu Váy maxi nam không tay, dáng suông, màu xám, phong cách thời trang mùa xuân, giá bán 700 nghìn.",Váy maxi,nam,không tay,mùa xuân,dáng suông,màu xám,700 nghìn
"Quần jeans nữ không tay màu xám, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng hơn 1 triệu.",Quần jeans,nữ,không tay,mùa xuân,regular,màu xám,hơn 1 triệu
"Áo hoodie nữ tay ngắn màu xám, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 500 nghìn.",Áo hoodie,nữ,tay ngắn,mùa xuân,dáng rộng,màu xám,500 nghìn
"Quần short nữ tay lửng màu xanh, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 200 nghìn.",Quần short,nữ,tay lửng,mùa hè,ôm,màu xanh,200 nghìn
"Áo hoodie unisex kiểu slim màu xám, thiết kế hợp xu hướng, dùng được mùa hè, giá 1 triệu.",Áo hoodie,unisex,tay lửng,mùa hè,slim,màu xám,1 triệu
"Quần short nữ tay dài rộng hoa nhí, dễ phối đồ, hợp cho mùa thu, chỉ 500 nghìn.",Quần short,nữ,tay dài,mùa thu,rộng,hoa nhí,500 nghìn
"Áo thun nữ tay lửng hoa nhí, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 800 nghìn.",Áo thun,nữ,tay lửng,mùa đông,rộng,hoa nhí,800 nghìn
"Mẫu Áo hoodie unisex tay lửng, regular, màu hồng, phong cách thời trang quanh năm, giá bán hơn 1 triệu.",Áo hoodie,unisex,tay lửng,quanh năm,regular,màu hồng,hơn 1 triệu
"Váy unisex tay lửng ôm màu trắng, dễ phối đồ, hợp cho mùa đông, chỉ 1 triệu rưỡi.",Váy,unisex,tay lửng,mùa đông,ôm,màu trắng,1 triệu rưỡi
"Mẫu Quần jeans nữ tay ngắn, slim, màu vàng, phong cách thời trang quanh năm, giá bán 1 triệu.",Quần jeans,nữ,tay ngắn,quanh năm,slim,màu vàng,1 triệu
"Áo thun nam tay dài màu be, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 800 nghìn.",Áo thun,nam,tay dài,mùa đông,ôm,màu be,800 nghìn
"Váy nữ tay dài dáng rộng màu vàng, dễ phối đồ, hợp cho mùa hè, chỉ 700 nghìn.",Váy,nữ,tay dài,mùa hè,dáng rộng,màu vàng,700 nghìn
"Mẫu Quần short unisex tay dài, ôm, màu đỏ, phong cách thời trang mùa thu, giá bán hơn 1 triệu.",Quần short,unisex,tay dài,mùa thu,ôm,màu đỏ,hơn 1 triệu
"Áo khoác nữ tay lửng rộng màu đỏ, dễ phối đồ, hợp cho mùa xuân, chỉ 400 nghìn.",Áo khoác,nữ,tay lửng,mùa xuân,rộng,màu đỏ,400 nghìn
"Váy nữ kiểu ôm màu đen, thiết kế hợp xu hướng, dùng được mùa hè, giá hơn 1 triệu.",Váy,nữ,tay dài,mùa hè,ôm,màu đen,hơn 1 triệu
"Mẫu Váy unisex không tay, dáng suông, màu đen, phong cách thời trang mùa hè, giá bán 200 nghìn.",Váy,unisex,không tay,mùa hè,dáng suông,màu đen,200 nghìn
"Chiếc Quần short dành cho unisex kiểu tay dài, màu hoa nhí, mặc mùa đông rất thoải mái, giá 300 nghìn.",Quần short,unisex,tay dài,mùa đông,regular,hoa nhí,300 nghìn
"Quần short nam kiểu dáng rộng hoa nhí, thiết kế hợp xu hướng, dùng được mùa thu, giá 700 nghìn.",Quần short,nam,không tay,mùa thu,dáng rộng,hoa nhí,700 nghìn
"Mẫu Váy nữ không tay, regular, màu be, phong cách thời trang mùa xuân, giá bán 1 triệu rưỡi.",Váy,nữ,không tay,mùa xuân,regular,màu be,1 triệu rưỡi
"Áo sơ mi unisex tay ngắn rộng hoa nhí, dễ phối đồ, hợp cho mùa đông, chỉ 1 triệu.",Áo sơ mi,unisex,tay ngắn,mùa đông,rộng,hoa nhí,1 triệu
"Chiếc Áo hoodie dành cho nữ kiểu tay dài, màu màu xanh, mặc mùa hè rất thoải mái, giá 700 nghìn.",Áo hoodie,nữ,tay dài,mùa hè,dáng rộng,màu xanh,700 nghìn
"Váy nam kiểu slim hoa nhí, thiết kế hợp xu hướng, dùng được mùa đông, giá 400 nghìn.",Váy,nam,tay ngắn,mùa đông,slim,hoa nhí,400 nghìn
"Quần short nữ tay lửng hoa nhí, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 700 nghìn.",Quần short,nữ,tay lửng,mùa hè,regular,hoa nhí,700 nghìn
"Váy nam tay lửng slim màu xám, dễ phối đồ, hợp cho mùa đông, chỉ hơn 600k.",Váy,nam,tay lửng,mùa đông,slim,màu xám,hơn 600k
"Áo khoác unisex tay ngắn màu hồng, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng dưới 200k.",Áo khoác,unisex,tay ngắn,mùa xuân,slim,màu hồng,dưới 200k
"Váy nữ tay dài hoa nhí, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 800 nghìn.",Váy,nữ,tay dài,mùa đông,rộng,hoa nhí,800 nghìn
"Mẫu Áo sơ mi unisex tay lửng, slim, màu đỏ, phong cách thời trang mùa hè, giá bán dưới 200k.",Áo sơ mi,unisex,tay lửng,mùa hè,slim,màu đỏ,dưới 200k
"Áo thun unisex kiểu regular màu đỏ, thiết kế hợp xu hướng, dùng được quanh năm, giá 500 nghìn.",Áo thun,unisex,không tay,quanh năm,regular,màu đỏ,500 nghìn
"Áo hoodie nam kiểu ôm màu đen, thiết kế hợp xu hướng, dùng được mùa xuân, giá 500 nghìn.",Áo hoodie,nam,tay dài,mùa xuân,ôm,màu đen,500 nghìn
"Mẫu Áo khoác unisex không tay, rộng, màu xanh, phong cách thời trang mùa đông, giá bán hơn 1 triệu.",Áo khoác,unisex,không tay,mùa đông,rộng,màu xanh,hơn 1 triệu
"Quần short nữ tay lửng regular màu hồng, dễ phối đồ, hợp cho mùa đông, chỉ 500 nghìn.",Quần short,nữ,tay lửng,mùa đông,regular,màu hồng,500 nghìn
"Áo sơ mi unisex kiểu regular màu tím, thiết kế hợp xu hướng, dùng được quanh năm, giá 700 nghìn.",Áo sơ mi,unisex,không tay,quanh năm,regular,màu tím,700 nghìn
"Áo khoác unisex tay dài regular màu vàng, dễ phối đồ, hợp cho mùa thu, chỉ hơn 600k.",Áo khoác,unisex,tay dài,mùa thu,regular,màu vàng,hơn 600k
"Mẫu Áo thun nam không tay, dáng rộng, màu hồng, phong cách thời trang mùa xuân, giá bán 700 nghìn.",Áo thun,nam,không tay,mùa xuân,dáng rộng,màu hồng,700 nghìn
"Mẫu Quần short nam tay lửng, regular, màu be, phong cách thời trang mùa đông, giá bán 500 nghìn.",Quần short,nam,tay lửng,mùa đông,regular,màu be,500 nghìn
"Chiếc Áo sơ mi dành cho nam kiểu không tay, màu màu đỏ, mặc mùa đông rất thoải mái, giá 1 triệu rưỡi.",Áo sơ mi,nam,không tay,mùa đông,dáng suông,màu đỏ,1 triệu rưỡi
"Áo hoodie unisex tay dài dáng rộng màu đen, dễ phối đồ, hợp cho mùa đông, chỉ 400 nghìn.",Áo hoodie,unisex,tay dài,mùa đông,dáng rộng,màu đen,400 nghìn
"Mẫu Váy unisex không tay, dáng rộng, màu vàng, phong cách thời trang mùa đông, giá bán 500 nghìn.",Váy,unisex,không tay,mùa đông,dáng rộng,màu vàng,500 nghìn
"Áo hoodie unisex tay dài dáng suông màu be, dễ phối đồ, hợp cho mùa thu, chỉ 500 nghìn.",Áo hoodie,unisex,tay dài,mùa thu,dáng suông,màu be,500 nghìn
"Áo thun unisex tay lửng dáng suông màu xanh, dễ phối đồ, hợp cho mùa hè, chỉ 1 triệu rưỡi.",Áo thun,unisex,tay lửng,mùa hè,dáng suông,màu xanh,1 triệu rưỡi
"Áo sơ mi nam tay dài dáng rộng màu đen, dễ phối đồ, hợp cho mùa xuân, chỉ hơn 1 triệu.",Áo sơ mi,nam,tay dài,mùa xuân,dáng rộng,màu đen,hơn 1 triệu
"Chiếc Áo khoác dành cho unisex kiểu không tay, màu màu be, mặc mùa hè rất thoải mái, giá 300 nghìn.",Áo khoác,unisex,không tay,mùa hè,dáng rộng,màu be,300 nghìn
"Mẫu Áo sơ mi unisex không tay, dáng rộng, màu trắng, phong cách thời trang mùa thu, giá bán dưới 200k.",Áo sơ mi,unisex,không tay,mùa thu,dáng rộng,màu trắng,dưới 200k
"Váy nữ tay dài dáng rộng màu xanh, dễ phối đồ, hợp cho quanh năm, chỉ 800 nghìn.",Váy,nữ,tay dài,quanh năm,dáng rộng,màu xanh,800 nghìn
"Mẫu Áo sơ mi nữ tay lửng, rộng, màu trắng, phong cách thời trang mùa xuân, giá bán 1 triệu.",Áo sơ mi,nữ,tay lửng,mùa xuân,rộng,màu trắng,1 triệu
"Áo khoác nữ tay ngắn dáng rộng màu xanh, dễ phối đồ, hợp cho mùa hè, chỉ 200 nghìn.",Áo khoác,nữ,tay ngắn,mùa hè,dáng rộng,màu xanh,200 nghìn
"Áo thun unisex không tay dáng suông màu be, dễ phối đồ, hợp cho quanh năm, chỉ 1 triệu.",Áo thun,unisex,không tay,quanh năm,dáng suông,màu be,1 triệu
"Mẫu Áo khoác nam không tay, rộng, màu tím, phong cách thời trang mùa đông, giá bán 800 nghìn.",Áo khoác,nam,không tay,mùa đông,rộng,màu tím,800 nghìn
"Mẫu Quần short nữ không tay, dáng rộng, màu đen, phong cách thời trang mùa thu, giá bán 800 nghìn.",Quần short,nữ,không tay,mùa thu,dáng rộng,màu đen,800 nghìn
"Chiếc Váy dành cho unisex kiểu tay ngắn, màu hoa nhí, mặc quanh năm rất thoải mái, giá hơn 1 triệu.",Váy,unisex,tay ngắn,quanh năm,rộng,hoa nhí,hơn 1 triệu
"Váy maxi unisex tay ngắn màu tím, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 1 triệu rưỡi.",Váy maxi,unisex,tay ngắn,mùa hè,regular,màu tím,1 triệu rưỡi
"Chiếc Quần short dành cho nam kiểu tay dài, màu màu đen, mặc quanh năm rất thoải mái, giá dưới 200k.",Quần short,nam,tay dài,quanh năm,rộng,màu đen,dưới 200k
"Áo sơ mi nữ kiểu regular hoa nhí, thiết kế hợp xu hướng, dùng được mùa thu, giá 500 nghìn.",Áo sơ mi,nữ,tay dài,mùa thu,regular,hoa nhí,500 nghìn
"Chiếc Váy maxi dành cho nữ kiểu tay lửng, màu màu đen, mặc mùa hè rất thoải mái, giá 300 nghìn.",Váy maxi,nữ,tay lửng,mùa hè,dáng suông,màu đen,300 nghìn
"Váy maxi nam tay dài màu đen, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 400 nghìn.",Váy maxi,nam,tay dài,mùa xuân,ôm,màu đen,400 nghìn
"Chiếc Áo sơ mi dành cho unisex kiểu không tay, màu màu hồng, mặc mùa hè rất thoải mái, giá 700 nghìn.",Áo sơ mi,unisex,không tay,mùa hè,rộng,màu hồng,700 nghìn
"Áo hoodie nữ kiểu dáng rộng màu đen, thiết kế hợp xu hướng, dùng được quanh năm, giá 700 nghìn.",Áo hoodie,nữ,tay ngắn,quanh năm,dáng rộng,màu đen,700 nghìn
"Chiếc Quần jeans dành cho nam kiểu tay ngắn, màu màu tím, mặc quanh năm rất thoải mái, giá 200 nghìn.",Quần jeans,nam,tay ngắn,quanh năm,dáng suông,màu tím,200 nghìn
"Quần short nữ tay dài hoa nhí, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 200 nghìn.",Quần short,nữ,tay dài,mùa đông,regular,hoa nhí,200 nghìn
"Quần short nữ kiểu slim màu đen, thiết kế hợp xu hướng, dùng được mùa thu, giá dưới 200k.",Quần short,nữ,tay ngắn,mùa thu,slim,màu đen,dưới 200k
"Váy nam kiểu ôm màu trắng, thiết kế hợp xu hướng, dùng được mùa hè, giá dưới 200k.",Váy,nam,không tay,mùa hè,ôm,màu trắng,dưới 200k
"Áo thun nữ kiểu dáng rộng màu tím, thiết kế hợp xu hướng, dùng được mùa thu, giá 500 nghìn.",Áo thun,nữ,tay lửng,mùa thu,dáng rộng,màu tím,500 nghìn
"Áo hoodie unisex tay dài hoa nhí, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 800 nghìn.",Áo hoodie,unisex,tay dài,quanh năm,dáng suông,hoa nhí,800 nghìn
"Áo hoodie nam kiểu ôm màu trắng, thiết kế hợp xu hướng, dùng được quanh năm, giá 800 nghìn.",Áo hoodie,nam,tay dài,quanh năm,ôm,màu trắng,800 nghìn
"Chiếc Áo hoodie dành cho nam kiểu tay dài, màu màu đen, mặc quanh năm rất thoải mái, giá 800 nghìn.",Áo hoodie,nam,tay dài,quanh năm,dáng suông,màu đen,800 nghìn
"Quần jeans nam không tay màu xanh, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 1 triệu rưỡi.",Quần jeans,nam,không tay,mùa đông,rộng,màu xanh,1 triệu rưỡi
"Áo khoác nữ kiểu slim màu vàng, thiết kế hợp xu hướng, dùng được mùa đông, giá hơn 1 triệu.",Áo khoác,nữ,tay ngắn,mùa đông,slim,màu vàng,hơn 1 triệu
"Mẫu Quần short nữ không tay, dáng suông, màu đen, phong cách thời trang quanh năm, giá bán hơn 600k.",Quần short,nữ,không tay,quanh năm,dáng suông,màu đen,hơn 600k
"Áo thun unisex tay dài slim màu xám, dễ phối đồ, hợp cho mùa hè, chỉ dưới 200k.",Áo thun,unisex,tay dài,mùa hè,slim,màu xám,dưới 200k
"Váy nữ tay lửng rộng màu đen, dễ phối đồ, hợp cho mùa xuân, chỉ 700 nghìn.",Váy,nữ,tay lửng,mùa xuân,rộng,màu đen,700 nghìn
"Áo khoác unisex không tay rộng hoa nhí, dễ phối đồ, hợp cho mùa xuân, chỉ 1 triệu rưỡi.",Áo khoác,unisex,không tay,mùa xuân,rộng,hoa nhí,1 triệu rưỡi
"Áo thun nam tay dài màu xanh, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng hơn 600k.",Áo thun,nam,tay dài,quanh năm,regular,màu xanh,hơn 600k
"Mẫu Váy maxi nữ tay dài, dáng suông, màu hồng, phong cách thời trang quanh năm, giá bán 300 nghìn.",Váy maxi,nữ,tay dài,quanh năm,dáng suông,màu hồng,300 nghìn
"Áo thun nam tay ngắn dáng suông màu đen, dễ phối đồ, hợp cho mùa đông, chỉ dưới 200k.",Áo thun,nam,tay ngắn,mùa đông,dáng suông,màu đen,dưới 200k
"Váy maxi unisex tay lửng dáng suông màu be, dễ phối đồ, hợp cho quanh năm, chỉ 200 nghìn.",Váy maxi,unisex,tay lửng,quanh năm,dáng suông,màu be,200 nghìn
"Quần jeans nam không tay slim màu xám, dễ phối đồ, hợp cho mùa thu, chỉ 500 nghìn.",Quần jeans,nam,không tay,mùa thu,slim,màu xám,500 nghìn
"Mẫu Váy nam tay lửng, slim, màu hồng, phong cách thời trang mùa đông, giá bán hơn 1 triệu.",Váy,nam,tay lửng,mùa đông,slim,màu hồng,hơn 1 triệu
"Áo khoác unisex tay lửng regular màu tím, dễ phối đồ, hợp cho quanh năm, chỉ 1 triệu.",Áo khoác,unisex,tay lửng,quanh năm,regular,màu tím,1 triệu
"Áo thun nữ tay lửng regular màu xám, dễ phối đồ, hợp cho mùa xuân, chỉ 300 nghìn.",Áo thun,nữ,tay lửng,mùa xuân,regular,màu xám,300 nghìn
"Váy unisex tay dài màu tím, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng hơn 600k.",Váy,unisex,tay dài,mùa đông,rộng,màu tím,hơn 600k
"Áo sơ mi nam tay lửng hoa nhí, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 400 nghìn.",Áo sơ mi,nam,tay lửng,quanh năm,ôm,hoa nhí,400 nghìn
